Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,emission_types
AIR LIQUIDE AMERICA CORP.,GEISMAR,Louisiana,70734,36597 HWY 30,ASCENSION PARISH,30.21023,-90.99085,325120,C,Chemicals,349268.836,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
AIR LIQUIDE GEISMAR UTILITY SERVICES,GEISMAR,Louisiana,70734,36183 HWY 30,ASCENSION PARISH,30.21023,-90.99085,221330,C,Power Plants,113676.428,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Biogenic CO2 emissions (metric tons)<br>Stationary Combustion
AIR LIQUIDE LARGE INDUSTRIES US LP - RODEO HYDROGEN PLANT,RODEO,California,94572,1391 SAN PABLO AVE,CONTRA COSTA COUNTY,38.047952,-122.256895,325120,P,Chemicals,881232.4,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Hydrogen Production
AIR PRODUCTS & CHEMICAL INC - LAKE CHARLES FACILITY,WESTLAKE,Louisiana,70669,102 TROUSDALE RD,CALCASIEU PARISH,30.238889,-93.281944,325120,P,Chemicals,642856.6,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Hydrogen Production
AIR PRODUCTS & CHEMICALS INC - CONVENT SMR,CONVENT,Louisiana,70723,10759 CONVENT WAY,ST. JAMES PARISH,30.10817,-90.88404,325120,P,Chemicals,569828.4,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Hydrogen Production
AIR PRODUCTS & CHEMICALS INC - Geismar SMR,GEISMAR,Louisiana,70734,8013 HWY 3251,ASCENSION PARISH,30.183808,-90.9876,325120,"P,PP","Chemicals,Suppliers of CO2",56325.0,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Hydrogen Production
AIR PRODUCTS & CHEMICALS INC - INDUSTRIAL GAS PRODUCTION FACILITY,NEW ORLEANS,Louisiana,70129,14700 INTRACOASTAL DRIVE,ORLEANS PARISH,30.028333,-89.901111,325120,"C,P",Chemicals,199762.0,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Stationary Combustion<br>Hydrogen Production
AIR PRODUCTS & CHEMICALS INC MARTINEZ WATERFRONT ROAD,MARTINEZ,California,94553,110 WATERFRONT RD,CONTRA COSTA COUNTY,38.032767,-122.07594,325120,P,Chemicals,526494.9,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Hydrogen Production
AJAX PLANT,Wheeler,Texas,79014,16600 CR N,WHEELER COUNTY,35.546399,-100.116256,211130,"C,W-PROC",Petroleum and Natural Gas Systems,32709.48,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
"AIR PRODUCTS & CHEMICALS, INC, Tesoro Martinez",MARTINEZ,California,94553,,CONTRA COSTA COUNTY,38.026667,-122.067222,325120,P,Chemicals,87288.672,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Hydrogen Production
AIR PRODUCTS AND CHEMICALS INC - CATLETTSBURG HYDROGEN PLANT,CATLETTSBURG,Kentucky,41129,11631 US Route 23 ,BOYD COUNTY,38.384444,-82.598528,325120,P,Chemicals,123064.7,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Hydrogen Production
AKER PLANT,STREETMAN,Texas,75859,261 FCR 181,FREESTONE COUNTY,31.90806,-96.227219,211130,"C,PP,W-PROC","Petroleum and Natural Gas Systems,Suppliers of CO2",36973.562,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
AIR PRODUCTS AND CHEMICALS INC - GARYVILLE,GARYVILLE,Louisiana,70051,4663 W AIRLINE HWY ,ST. JOHN THE BAPTIST PARISH,30.06273,-90.58819,325120,P,Chemicals,790406.7,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Hydrogen Production
AIR PRODUCTS AND CHEMICALS INCORPORATED,SACRAMENTO,California,95826,5025 83RD STREET,SACRAMENTO COUNTY,38.529722,-121.398889,325120,P,Chemicals,48575.2,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Hydrogen Production
AIR PRODUCTS BAYTOWN PLANT,BAYTOWN,Texas,77520,5503 WEST BAKER ROAD,HARRIS COUNTY,29.757778,-95.023056,325120,C,Chemicals,109271.936,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
AIR PRODUCTS CARSON HYDROGEN PLANT,CARSON,California,90810,23300 SOUTH ALAMEDA STREET,LOS ANGELES COUNTY,33.812778,-118.231389,325120,P,Chemicals,507837.8,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Hydrogen Production
AIR PRODUCTS WILMINGTON HYDROGEN PLANT,WILMINGTON,California,90744,700 HENRY FORD AVENUE,LOS ANGELES COUNTY,33.780833,-118.241111,325120,P,Chemicals,705789.35,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Hydrogen Production
AK Steel Corporation - Middletown,MIDDLETOWN,Ohio,45043,1801 CRAWFORD STREET,Butler,39.4968,-84.3901,331110,"C,Q",Metals,4069594.746,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Iron and Steel Production
AKRON REGIONAL LANDFILL *,AKRON,Ohio,44313,1585 HARDY ROAD,SUMMIT COUNTY,41.151282,-81.559298,562212,HH,Waste,3682.25,Total reported direct emissions<br>Methane (CH4) emissions <br>Municipal Landfills
AL CORN CLEAN FUEL,CLAREMONT,Minnesota,55924,797 5th Street,DODGE COUNTY,44.049412,-93.017379,325193,C,Other,162045.388,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
AL Sandersville,WARTHEN,Georgia,31094,1600 MILLS LINDSEY SCHOOL ROAD,Washington,33.1189,-82.8608,221112,D,Power Plants,23939.208,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Electricity Generation
"ALABAMA RIVER CELLULOSE, LLC",PERDUE HILL,Alabama,36470,2373 LENA LANDEGGER HWY,MONROE COUNTY,31.580112,-87.490073,322110,"AA,C,TT","Pulp and Paper,Waste",314977.706,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Biogenic CO2 emissions (metric tons)<br>Stationary Combustion<br>Pulp and Paper Manufacturing<br>Industrial Waste Landfills
ALADDIN MILLS - ANTIOCH RD PLA NT,DALTON,Georgia,30720,2001 ANTIOCH ROAD,WHITFIELD COUNTY,34.73399,-84.94646,314110,C,Other,45423.68,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
ALBANY LANDFILL,ALBANY,New York,12205,525 RAPP RD,ALBANY COUNTY,42.70324,-73.84958,562212,HH,Waste,67261.5,Total reported direct emissions<br>Methane (CH4) emissions <br>Municipal Landfills
ALBEMARLE CORPORATION HOUSTON PLANT,PASADENA,Texas,77503,2500 N. SOUTH ST.,HARRIS COUNTY,29.742498,-95.165513,325199,C,Chemicals,46683.212,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
ALBEMARLE CORPORATION-SOUTH PLANT,MAGNOLIA,Arkansas,71753,2270 HWY 79 SOUTH OF MAGNOLIA,COLUMBIA COUNTY,33.1756,-93.2169,325180,C,Chemicals,80774.496,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
ALCOA INC - WARRICK OPERATIONS,NEWBURGH,Indiana,47629,,WARRICK COUNTY,37.915,-87.3328,331313,"C,D,F","Metals,Power Plants",5963440.226,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>PFC emissions<br>Stationary Combustion<br>Electricity Generation<br>Aluminum Production
ALCOA INTALCO WORKS,FERNDALE,Washington,98248,4050 MOUNTAIN VIEW RD.,WHATCOM COUNTY,48.8455,-122.7055,331313,"C,F,TT","Metals,Waste",595364.455,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>PFC emissions<br>Stationary Combustion<br>Aluminum Production<br>Industrial Waste Landfills
ALCOA WORLD ALUMINA ATLANTIC,POINT COMFORT,Texas,77978,,CALHOUN COUNTY,28.65083,-96.56222,331313,"C,TT","Metals,Waste",14102.448,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Industrial Waste Landfills
ALCOA-MARYVILLE-BLOUNT COUNTY LANDFILL,Friendsville,Tennessee,37737,240 Long Powers Road,BLOUNT COUNTY,35.73834,-84.05978,562212,HH,Waste,68070.5,Total reported direct emissions<br>Methane (CH4) emissions <br>Municipal Landfills
ALLIANCE COMPRESSOR STATION,JUSTIN,Texas,76247,12495 HWY 114,DENTON COUNTY,33.03425,-97.34692,211130,"C,W-PROC",Petroleum and Natural Gas Systems,43989.846,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
ALERIS ROLLED PRODUCTS INC,LEWISPORT,Kentucky,42351,1372 STATE ROAD 1957,HANCOCK COUNTY,37.950831,-86.845794,331314,C,Metals,156516.76,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
ALL PURPOSE LANDFILL,SANTA CLARA,California,95050,5401 Lafayette Street,SANTA CLARA COUNTY,37.4135,-121.9724,562212,HH,Waste,43657.25,Total reported direct emissions<br>Methane (CH4) emissions <br>Municipal Landfills
ALLEGANY BALLISTICS LABORATORY,KEYSER,West Virginia,26726,210 STATE ROUTE 956,MINERAL COUNTY,39.560972,-78.843611,336415,C,Other,26484.0,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
ALLEN COUNTY PUBLIC WORKS,LA HARPE,Kansas,66751,1170 2800TH ST,ALLEN COUNTY,38.007907,-95.289343,562212,"C,HH",Waste,68215.896,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Biogenic CO2 emissions (metric tons)<br>Stationary Combustion<br>Municipal Landfills
ALLIANCE SANI LDFL,TAYLOR,Pennsylvania,18517,398 KEYSER AVENUE,LACKAWANNA COUNTY,41.3965,-75.7375,562212,"C,HH",Waste,60734.548,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Municipal Landfills
ALLIED IMPERIAL LANDFILL,IMPERIAL,California,92251,104 EAST ROBINSON ROAD,IMPERIAL COUNTY,32.85467,-115.52505,562212,HH,Waste,15021.5,Total reported direct emissions<br>Methane (CH4) emissions <br>Municipal Landfills
ALLISON GAS PLANT,Allison,Texas,79003,16298 Co. Rd. EE,WHEELER COUNTY,35.618663,-100.14948,211130,"C,W-PROC",Petroleum and Natural Gas Systems,41699.848,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Processing
"ALLISON TRANSMISSION, Inc.",INDIANAPOLIS,Indiana,46222,One Allison Way,MARION COUNTY,39.78039,-86.238893,336350,C,Other,22579.148,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
ALMATIS INC - BAUXITE ARKANSAS,Benton,Arkansas,72015,4701 ALCOA ROAD,SALINE COUNTY,34.57522,-92.53173,331313,C,Metals,48298.968,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
ALON REFINING KROTZ SPRINGS INC,KROTZ SPRINGS,Louisiana,70750,356 S. LEVEE RD,ST. LANDRY PARISH,30.526504,-91.748383,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",354930.17,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum Refining
ALLIANCE PIPELINE - OLIVIA 23-A,BIRD ISLAND,Minnesota,55310,38884 870TH AVE,RENVILLE COUNTY,44.8491,-94.8969,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,65609.304,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
ALPHA RIDGE LANDFILL,MARRIOTTSVILLE,Maryland,21104,2350 MARRIOTTSVILLE ROAD,HOWARD COUNTY,39.30718,-76.89862,562212,"C,HH",Waste,16106.03,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Biogenic CO2 emissions (metric tons)<br>Stationary Combustion<br>Municipal Landfills
ALLIANCE PIPELINE L.P. - MANCHESTER,MANCHESTER,Iowa,52057,1242 220TH STREET,DELAWARE COUNTY,42.4671,-91.5509,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,77053.26,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
ALTIVIA Institute Facilities,Dunbar,West Virginia,25064,250 Carbide Rd,KANAWHA COUNTY,38.384384,-81.776095,325194,C,Chemicals,79411.752,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
ALLIANCE PIPELINE LP,TAMPICO,Illinois,61283,580 TAMPICO RD,WHITESIDE COUNTY,41.592546,-89.784245,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,54224.446,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
"ALTIVIA Petrochemicals, LLC - HAVERHILL COMPLEX",HAVERHILL,Ohio,45636,1019 HAVERHILL OHIO FURNACE ROAD,SCIOTO COUNTY,38.59167,-82.81944,325194,C,Chemicals,48314.968,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
"ALLIANCE PIPELINE, L.P.-FAIRMOUNT COMPRESSOR STATION",FAIRMOUNT,North Dakota,58030,17950 98TH ST SE,RICHLAND COUNTY,45.993367,-96.648999,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,81961.292,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
ALTO COLUMBIA LLC,BOARDMAN,Oregon,97818,71335 RAIL LOOP DRIVE,MORROW COUNTY,45.855921,-119.656083,325193,"C,PP","Other,Suppliers of CO2",35520.616,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
"ALLIANCE PIPELINE, L.P.-WIMBLEDON COMPRESSOR STATION",WIMBLEDON,North Dakota,58492,1540 98TH AVE SE,BARNES COUNTY,47.191058,-98.42561,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,53155.45,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Petroleum and Natural Gas Systems – Transmission/Compression
ALTO MAGIC VALLEY LLC,BURLEY,Idaho,83318,2600 WASHINGTON AVENUE,CASSIA COUNTY,42.521324,-113.815693,325193,C,Other,15623.092,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
ALTON STEEL COMPANY,ALTON,Illinois,62002,#5 CUT ST.,MADISON COUNTY,38.88321,-90.14503,331110,"C,Q",Metals,30371.288,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Iron and Steel Production
ALYESKA PIPELINE SE/TAPS PUMP STATION 01,PRUDHOE BAY,Alaska,99734,,NORTH SLOPE BOROUGH,70.257222,-148.617778,486110,C,Other,63920.46,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
"ALYESKA PIPELINE SERVICE COMPANY, Valdez Marine Terminal",VALDEZ,Alaska,99686,300 DAYVILLE ROAD,VALDEZ-CORDOVA CENSUS AREA,61.084857,-146.388531,486110,C,Other,26580.02,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
"AM/NS Calvert, LLC",CALVERT,Alabama,36513,1 AM/NS Way,MOBILE COUNTY,30.8,-88.1,331110,C,Metals,467304.04,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
AMALGAMATED SUGAR CO LLC,PAUL,Idaho,83347,50 SOUTH 500 WEST,MINIDOKA COUNTY,42.611671,-113.757423,311313,"C,S,TT","Minerals,Waste",285996.076,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Lime Production<br>Industrial Waste Landfills
AMALGAMATED SUGAR CO LLC,TWIN FALLS,Idaho,83301,2320 ORCHARD DR. E.,TWIN FALLS COUNTY,42.531995,-114.431448,311313,"C,S",Minerals,252307.822,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Lime Production
AMALGAMATED SUGAR CO LLC,NAMPA,Idaho,83687,138 WEST KARCHER ROAD,CANYON COUNTY,43.612136,-116.579232,311313,"C,S,TT","Minerals,Waste",349799.658,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Lime Production<br>Industrial Waste Landfills
AMEA Sylacauga Plant,SYLACAUGA,Alabama,35150,125 THOMPSON LANE,Talladega,33.1661,-86.2825,221112,D,Power Plants,22422.116,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Electricity Generation
AMERICAN ACRYL PASADENA,PASADENA,Texas,77507,"4631 Old Hwy 146, Suite B",HARRIS COUNTY,29.62132,-95.06676,325199,C,Chemicals,83200.736,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
AMERICAN AIRLINES,TULSA,Oklahoma,74116,3800 NORTH MINGO ROAD,TULSA COUNTY,36.204822,-95.868808,481111,C,Other,40397.118,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
AMERICAN AVENUE LANDFILL,KERMAN,California,93630,18950 W AMERICAN AVENUE,FRESNO COUNTY,36.6659,-120.1382,562212,"C,HH",Waste,129155.5,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Stationary Combustion<br>Municipal Landfills
AMERICAN CAST IRON PIPE CO,BIRMINGHAM,Alabama,35207,2930 NORTH 16TH STREET,JEFFERSON COUNTY,33.54698,-86.83465,331511,C,Metals,147810.112,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
AMERICAN COLLOID,Colony,Wyoming,82710,,BUTTE COUNTY,44.86636,-104.1513,212325,C,Other,52817.392,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion
AMERICAN CRYSTAL SUGAR - CROOKSTON,CROOKSTON,Minnesota,56716,1201 Hwy 75 South,POLK COUNTY,47.764444,-96.6325,311313,"C,S,TT","Minerals,Waste",260091.952,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Stationary Combustion<br>Lime Production<br>Industrial Waste Landfills
AMERICAN CRYSTAL SUGAR - E GRAND FORKS,EAST GRAND FORKS,Minnesota,56721,1020 Business Hwy 2,POLK COUNTY,47.925833,-97.006111,311313,"C,S,TT","Minerals,Waste",314639.96,Total reported direct emissions<br>CO2 emissions (non-biogenic) <br>Methane (CH4) emissions <br>Nitrous Oxide (N2O) emissions <br>Biogenic CO2 emissions (metric tons)<br>Stationary Combustion<br>Lime Production<br>Industrial Waste Landfills
